raise_the_bonnie_blue_flag_desc;"Ура! Ура! Ура! Ура! Да здравствуют Юга права!\nУра синему флагу Бонни, на котором одна звезда!’\n\nТак называемый флаг "Бонни Блу" был первым, неофициальным флагом Конфедерация, поднятым 9 января 1861 года над зданием Капитолия в Джексоне, столице штата Миссисипи, Гэри Маккарти, вдохновленный этим событием, написал в том же году песню, ставшую одной из популярнейших патриотических и военных песен Конфедерации. Поднимите флаг ‘Бонни Блу’, и к вам начнут стекаться добровольцы!;X
the_bonnie_blue_flag;Флаг "Бонни Блу";X
the_bonnie_blue_flag_desc;Под синим флагом с белой звездой наши войска идут в бой.;X
trinket_wage;Крайне низкая зарплата;X
tut_2b_15;От вашей экономической политики зависит, как строятся заводы. Например, в рыночной экономике заводы строят только ваши капиталисты. Но в принятой сейчас в Бельгии системе заводы могут строить и капиталисты, и правительство. Строительство новых заводов - хороший способ развить экономику. Нажмите кнопку "Построить завод" во Фландрии.;X
webster_ashburton_treaty_title;Договор Уэбстера-Ашбертона;X
webster_ashburton_treaty_desc;В 1842 году, после событий так называемой Арустукской войны, Соединенное королевство и США подписали договор Уэбстера-Ашбертона. Он окончательно решил приграничные споры между штатом Мэн и провинцией Нью-Брансуик, урегулировал вопрос совместного использования Великих озер, подтвердил границу по 49-й параллели и предусмотрел сотрудничество между странами в контроле за соблюдением запрета на ввоз рабов из Африки.;X
SPA_2209;Куба;X
ENG_203;Карибские о-ва;X
PV_CLERGY_LIT_PROVIDES;Священники: $VAL$;X
PV_CLERGY_LIT_NUM;$NUM$ населения провинции являются священниками (при оптимальных $OPT$): $VAL$;X
PV_CLERGY_SETTING;Расходы на образование ($SETTING$): $VAL$;X
PV_CLERGY_TECH;От технологии: $VAL$;X
EVTNAME13357;Доктрина выморочности;X
EVTDESC13357;Так называемая "доктрина выморочности" использовалась британцами в отношении зависимых княжеств в Индии. Согласно доктрине, в случае смерти правителя, не оставившего прямого наследника, или же "очевидной некомпетентности" раджи, его княжество немедленно аннексировалось Британской Ост-Индской компанией. Подобным образом при генерал-губернаторе Дальхузи к Британии были присоединены Сатара, Самбальпур, Нагпур, Джханси и Авадх. И именно этой доктриной воспользовались чиновники Ост-Индской компании, объявившие сегодня, что наши княжеские права более недействительны.;X
EVTOPTA13357;О, нет!;X
EVTNAME13358;Доктрина выморочности;X
EVTDESC13358;Так называемая "доктрина выморочности" использовалась британцами в отношении зависимых княжеств в Индии. Согласно доктрине, в случае смерти правителя, не оставившего прямого наследника, или же "очевидной некомпетентности" раджи, его княжество немедленно аннексировалось Британской Ост-Индской компанией. Подобным образом при генерал-губернаторе Дальхузи к Британии были присоединены Сатара, Самбальпур, Нагпур, Джханси и Авадх. Последняя аннексия стала одной из основных причин, приведших к восстанию сипаев в 1857 году. После учреждения в 1858 году прямого управления Индией британской короной от этой доктрины отказались. Однако сегодня, из-за ужасного положения дел в управлении княжеством $FROMCOUNTRY$, Британская Ост-Индская компания объявила об аннексии этой державы.;X
EVTOPTA13358;Отлично!;X
EVTOPTB13358;Ба, еще один кусок бесполезной территории;X
RUS_absolute_monarchy;Российская империя;X
RUS_prussian_constitutionalism;Российская империя;X
ENG_absolute_monarchy;Британская империя;X
ENG_prussian_constitutionalism;Британская империя;X
GER_absolute_monarchy;Германская империя;X
GER_prussian_constitutionalism;Германская империя;X
the_vega_expedition_title;Экспедиция "Веги";X
the_vega_expedition_desc;В 1878-80 гг. Адольф Эрик Норденшельд, при финансовой поддержке короля Оскара II, стал первым человеком, успешно обогнувшим весь евразийский континент на корабле "Вега". Хотя о существовании Северо-восточного прохода (ныне называемого Северным морским путем) было твердо известно еще с середины века, Норденшельду первому удалось проплыть по нему. Его возвращение в Стокгольм в 1880 году стало большим праздником для страны.;X
ENG_2068;Замбези;X
rhodesia_charter_title;Британская Южно-Африканская компания;X
rhodesia_charter_desc;Британская Южно-Африканская компания была основана горным магнатом Сесилем Родсом в 1889 году. Создана она была по образцу Ост-Индской компании с целью способствовать дальнейшему исследованию и эксплуатации южной Африки. Территория, ранее известная как Замбези по названию одноименной реки, в колониальную эпоху стала называться Родезией - в честь человека, открывшего этот регион для британцев.;X
TUR_proletarian_dictatorship;Турция;X
GER_2530;Северная Новая Гвинея;X
AST_2528;Южная Новая Гвинея;X
kaiser_wilhelms_land_title;Земля кайзера Вильгельма;X
kaiser_wilhelms_land_desc;Названная в честь германского императора, Земля кайзера Вильгельма была немецкой колонией, расположенной в северо-восточной части острова Новая Гвинея. Вместе с архипелагом Бисмарка и другими тихоокеанскими владениями она являлась частью Германской Новой Гвинеи. Во время Первой мировой войны эта территория была оккупирована австралийскими войсками и по мандату Лиги наций находилась под управлением Австралии до 1975 года.;X
megali_idea_title;Великая идея;X
megali_idea_desc;Великая идея - ирредентистская греческая концепция, настаивавшая на создании единого греческого государства, в котором могли бы проживать все этнические греки, включая и меньшинства на западном побережье Малой Азии. Эта идея в XIX веке была основной движущей силой взаимодействия греков с клонившейся к упадку Османской империей. Цели Великой идеи были очень близки к осуществлению после заключения Севрского мирного договора, подписанного между странами Антанты и Турцией в 1920 году. К сожалению, по итогам второй греко-турецкой войны 1919-21 гг. значительная часть полученной Грецией по Севрскому договору территории была возвращена Турции.;X
DIFFICULTY_LABEL;Сложность;X
expand_motala_verkstad_title;Мастерские Моталы;X
expand_motala_verkstad_desc;Компания Motala Verkstad (что в переводе со шведского значит "Мастерская города Мотала") была основана Бальтазаром фон Платеном во время строительства Гёта-канала. Под руководством Отто Эдварда Карлсунда (в 1843-1870 гг.) эта компания стала самым знаменитым шведским промышленным предприятием. Она даже была упомянута в романе Жюля Верна "Двадцать тысяч лье под водой" как изготовитель тарана подводной лодки "Наутилус".;X
motala_verkstad;Мастерские Моталы;X
desc_motala_verkstad;Основанная Бальтазаром фон Платеном во время строительства Гёта-канала, эта компания является самым знаменитым шведским промышленным предприятием.;X
court_yard_speech_title;Речь во внутреннем дворе!;X
court_yard_speech_desc;Так называемый "кризис внутреннего двора" - конституционный кризис, имевший место в Швеции и возникший из-за непродуманных сокращений оборонного бюджета, предложенных либеральным кабинетом Карла Штааффа. 6 января 1914 года король Густав V произнес воодушевляющую речь против этих сокращений перед тридцатитысячной толпой фермеров, прибывших в Стокгольм изо всех концов страны для поддержки короля, страны и вооруженных сил. В истории Швеции это было последнее прямое вмешательство монарха в государственные дела.;X
international_negotiations;Международное давление;X
desc_international_negotiations;Мы оказываем дипломатическое давление на другую державу по очень специфическому вопросу.;X
EVTNAME23300;Таинственный кит топит суда!;X
EVTDESC23300;"$YEAR$ год ознаменовался удивительным происшествием... Дело в том, что с некоторого времени многие корабли стали встречать в море какой-то длинный, фосфоресцирующий, веретенообразный предмет, далеко превосходивший кита как размерами, так и быстротой передвижения".\n\nЗа последний год вследствие странного феномена в море пропало несколько кораблей торгового флота. Многие полагают, что виной тому огромный кит неизвестного науке вида. Всемирно известный французский профессор, специалист по морской зоологии, Пьер Аронакс, предложил организовать научную экспедицию для исследования этого странного зверя, рыщущего в океане в поисках добычи. По слухам, еще несколько стран собираются организовать подобные экспедиции.;X
EVTOPTA23300;Этот кит угрожает мировому судоходству, его следует поймать!;X
EVTOPTB23300;Похоже на детские басни, меня это не интересует;X
EVTNAME23301;Таинственный кит топит суда!;X
EVTDESC23301;"$YEAR$ год ознаменовался удивительным происшествием... Дело в том, что с некоторого времени многие корабли стали встречать в море какой-то длинный, фосфоресцирующий, веретенообразный предмет, далеко превосходивший кита как размерами, так и быстротой передвижения".\n\nЗа последний год вследствие странного феномена в море пропало несколько кораблей торгового флота. Многие полагают, что виной тому огромный кит неизвестного науке вида. По слухам, несколько стран уже исследуют этот феномен. Возможно, нам стоит послать собственную экспедицию?;X
EVTOPTA23301;Этот кит угрожает мировому судоходству, его следует поймать!;X
EVTOPTB23301;Похоже на детские басни, меня это не интересует;X
EVTNAME23302;Профессор Аронакс выброшен на берег!;X
EVTDESC23302;Известный французский морской зоолог Пьер Аронакс был найден сегодня на побережье государства $COUNTRY$. О его судьбе не было ничего известно с тех самых пор, как он присоединился к экспедиции по исследованию таинственного кита, якобы потопившего несколько кораблей. Профессор находится в шоке от пережитого, а рассказанная им история воистину поразительна. Аронакс утверждает, что его смыло за борт во время неожиданной встречи его корабля с созданием, которое на самом деле оказалось судном, способным плавать под водой. По словам французского естествоиспытателя, этот корабль управляется (или, по крайней мере, управлялся) непримиримым борцом за свободу, поклявшимся никогда более не ступать на твердую землю, предпочитая вольную жизнь в водах океана. Независимо от того, правда это или вымысел, подробные отчеты профессора Аронакса о многочисленных формах жизни, предположительно обнаруженных им во время путешествия на борту подводного судна в ближайшие годы будут крайне ценным источником для наших научных изысканий.;X
EVTOPTA23302;Никто не тронет меня безнаказанно!;X
italia_irredenta_title;Неосвобожденная Италия;X
italia_irredenta_desc;Движение ирредентистов боролось за присоединение к итальянскому королевству всех соседних территорий, преимущественно населенных итальянцами. Эти претензии распространялись не только на действительно итальянские области (вроде Триеста), но и на соседние земли вроде Далмации или части Австрии.;X
the_heligoland_question_title;Гельголандский вопрос;X
the_heligoland_question_desc;Маленький остров Гельголанд в Северном море стал владением Великобритании во время Наполеоновских войн. Формально Дания передала его британской короне по условиям Кильского договора в 1814 году. После объединения Германии на остров стала претендовать молодая Германская империя, что было неудивительно, поскольку большую часть жителей острова составляли этнические немцы.;X
miskatonic_university_title;Мискатоникский университет;X
miskatonic_university_desc;Расположенный на берегу темной и мрачной речки Мискатоник в живописном городе Аркхем, в красивейшем графстве Эссекс, этот университет является одним из самых известных учебных заведений Новой Англии. Знаменитый благодаря своей уникальной коллекции книг древних эпох и оккультных наук, Мискатоникский университет обладает, среди прочего, фрагментами легендарной книги Эйбона, а также оригинальной копией сочинения Фридриха фон Юнтца «Непроизносимые культы».;X
miskatonic_campus;Мискатоникский университет;X
desc_miskatonic_campus;Место, где наука встречается с мифами.;X
construct_the_walhalla_title;Вальхалла;X
construct_the_walhalla_desc;Вальхаллой назвали зал славы германской нации, построенный в неоклассическом стиле в 1830-1842 гг. на берегу Дуная, в Регенсбурге, что в Баварии. В этом зале, созданном по замыслу короля Людвига I, чтят память известных немецких людей, от Арминия до Коперника.;X
the_walhalla;Вальхалла;X
desc_the_walhalla;В Вальхалле чтят память известных немецких людей, от Арминия до Коперника.;X
introduce_the_presbyteries_title;Учреждение пресвитеров;X
introduce_the_presbyteries_desc;В 1848 году королевство Ганновер, стремясь расширить народное представительство в лютеранской церкви, организовало институт пресвитеров, выборных членов совета, ответственных за административное управление церковью.;X
build_gotthard_tunnel_title;Постройка Готардского тоннеля;X
build_gotthard_tunnel_desc;Готардский железнодорожный тоннель строился в 1871-1881 гг. Соединивший города Гешенен и Айроло, этот тоннель в свое время считался первым архитектурным достижением, созданным благодаря современным технологиям.;X
the_lambert_charter_title;Договор Ламбера;X
the_lambert_charter_desc;Договором Ламбера называли документ, которым Франция оправдывала свои многочисленные попытки вторгнуться и затем аннексировать независимое государство на острове Мадагаскар. Этот документ был подписан наследником престола Радамой II, выросшим под влиянием французов, и он предоставил Франции исключительные права на добычу полезных ископаемых в обмен на 10% налог в пользу королевской казны.;X
end_the_merina_monarchy_title;Конец имеринской монархии;X
end_the_merina_monarchy_desc;После восстания 1897 года Франция, в сфере влияния которой Мадагаскар находился уже не один десяток лет, упразднили монархию и аннексировали остров.;X
REVOLTALLIANCE_SETUP;Другая держава разрывает все альянсы с нами вследствие революции;X
REVOLTALLIANCE_HEADER;Министр иностранных дел сообщает;X
REVOLTALLIANCE_1;Революция зарубежом!;X
REVOLTALLIANCE_2;$MONARCHTITLE$, державу;X
REVOLTALLIANCE_3;§Y$ACTOR$§W;X
REVOLTALLIANCE_4;охватила революция!;X
REVOLTALLIANCE_5;Все альянсы с ними разорваны, а наше влияние на них сведено к нулю!;X
REVOLTALLIANCE_6;*;X
REVOLTALLIANCE_BTN1;ОК;X
REVOLTALLIANCE_BTN2;ОК;X
REVOLTALLIANCE_BTN3;Перейти;X
RHO;Южная Родезия;X
RHO_proletarian_dictatorship;Зимбабве;X
RHO_absolute_monarchy;Южная Родезия;X
RHO_hms_government;Южная Родезия;X
RHO_ADJ;Родезийск.;X
RHO_conservative;Родезийская партия;X
RHO_liberal;Федеральная партия;X
RHO_reactionary;Родезийский фронт;X
RHO_socialist;ЗАНУ;X
RHO_communist;ЗАПУ;X
RHO_anarcho_liberal;Ассоциация ответст. правительства;X
RHO_fascist;Движение бывших;X
EGY_1842;Дарфур;X
EGY_1838;Кордофан;X
EGY_915;Ливан;X
CHI_2562;Формоза;X
BEL_1977;Центральное Конго;X
BEL_1987;Катанга;X
BEL_1990;Восточное Конго;X
BEL_1984;Касаи;X
POR_1999;Северная Ангола;X
ENG_1956;Южный Камерун;X
ENG_1960;Северный Камерун;X
ENG_1868;Сомалиленд;X
ENG_2026;Великая рифтовая долина;X
ENG_2024;Кения;X
ENG_2019;Уганда;X
TRN_2108;Трансвааль;X
POR_2060;Мозамбик;X
FRA_1884;Сьерра-Леоне;X
FRA_1813;Ниег;X
FRA_1892;Восточный Берег Слоновой Кости;X
FRA_1893;Западный Берег Слоновой Кости;X
FRA_1788;Гамбия;X
FRA_1783;Сенегал;X
FRA_1775;Побережье Мавритании;X
MOR_1696;Западное Марокко;X
POR_2003;Южная Ангола;X
POR_2006;Восточная Ангола;X
ALD_1718;Восток Центральной Сахары;X
ALD_1714;Запад Центральной Сахары;X
TRI_1739;Ливийская пустыня;X
EGY_1754;Ливийское побережье;X
FRA_1780;Внутренняя Мавритания;X
ORA_2103;Врейстат;X
ENG_2092;Северо-Капская провинция;X
ENG_2083;Намакваленд;X
ENG_2096;Восточно-Капская провинция;X
ENG_2087;Капская колония;X
BEL_1992;Экватор;X
FRA_1978;Конго;X
CNG;Конго;X
CNG_absolute_monarchy;Свободное гос-во Конго;X
CNG_presidential_dictatorship;Заир;X
CNG_hms_government;Конго;X
CNG_democracy;Заир;X
CNG_ADJ;Конголезск.;X
the_congo_conference_title;Конференция по Конго;X
the_congo_conference_desc;Конференция по Конго, более известная как ‘Берлинская конференция‘ - это состоявшаяся в 1884 году по инициативе немецкого канцлера Отто фон Бисмарка встреча представителей европейских держав по вопросу о колониальном разделе Африки. Генеральный акт, принятый на конференции, формализовал правила колониальных захватов на черном континенте и подтвердил статус Свободного государства Конго как личной собственности бельгийского короля Леопольда II. А каким результат будет на этот раз? Проведите конференцию по Конго, и да будет жребий брошен! Мы должны быть готовы отправить приглашения другим странам в течение нескольких месяцев после принятия этого решения.;X
EVTNAME19330;Конференция в г. $CAPITAL$;X
EVTDESC19330;"Я не собираюсь упускать шанс откусить свой кусочек от этого внушительного африканского пирога"\nКороль Бельгии Леопольд II\n\nВ державе $COUNTRY$ полным ходом идет подготовка к международной конференции по вопросу колониальной политики в Африке, и сегодня их $MONARCHTITLE$ готов послать приглашения другим цивилизованным странам. Основная тема обсуждения на конференции - вопрос о Конго. Одной из держав-делегатов будет передано эксклюзивное право управлять и эксплуатировать колониальное Конго. Колониальные державы, страны без колоний и великие державы, уже имеющие претензии на территорию Конго, получат преимущество при решении этого вопроса.;X
EVTOPTA19330;Отлично, пошлите приглашения!;X
EVTOPTB19330;Думаю, лучше отложить этот вопрос...;X
EVTNAME19335;Конференция по Конго;X
EVTDESC19335;$MONARCHTITLE$, в державе $FROMCOUNTRY$ вскоре состоится крупная международная конференция по проблеме колонизации в Африке. Основным вопросом на встрече станет определение статуса Конго. Скорее всего, вся эта территория будет признана владением одной из стран-делегатов. Практически каждая цивилизованная страна в мире пошлет своих представителей на эту конференцию. Однако затраты на участие могут оказаться гораздо выше возможных приобретений.;X
EVTOPTA19335;Я получу свой кусок пирога!;X
EVTOPTB19335;Этот вопрос не достоен моего внимания;X
EVTNAME19340;Свободное государство Конго!;X
EVTDESC19340;"Свободное государство Конго уникально в своем роде. Ему нечего скрывать, у него нет секретов, и оно никому не обязано, кроме своего основателя".\nКороль Бельгии Леопольд II.\n\nНа конференции по Конго, имевшей место некоторое время назад, было принято решение о статусе этой колонии. Генеральный акт, опубликованный сегодня, утверждает, что держава $COUNTRY$ получает все права на владение, эксплуатацию и колонизацию Конго. Таким образом, Свободное государство Конго попадет под контроль державы $COUNTRY$, однако управляться оно будет как формально независимая нация. Другие страны, несомненно, ускорят развитие торговых отношений с Конго и раскроют его экономический потенциал.;X
EVTOPTA19340;О, отлично!;X
CNG_liberal;Либеральная партия;X
CNG_conservative;Консервативная партия;X
CNG_socialist;Социалистическая партия;X
CNG_communist;Коммунистическая партия;X
CNG_reactionary;Реакционная партия;X
CNG_fascist;Фашистская партия;X
CNG_anarcho_liberal;Либерало-анархистская партия;X
EVTNAME70000;$STATE$ становится частью страны!;X
EVTNAME70001;$STATE$ становится частью страны!;X
IS_SECONDARY_NATION;Является колониальной державой;X
IS_NOT_SECONDARY_NATION;Не является колониальной державой;X
SET_PRIMARY_CULTURE;§Y$CULTURE$§W станут считаться основной культурой.\n;X
CB_ASSERT_HEGEMONY;Утверждение гегемонии\n;X
unification_humiliate_cb_setup;Заставить другую великую державу признавать наше лидерство над общей культурной группой.;X
unification_humiliate_cb_desc;Принуждение другой великой державы к признанию нашего лидерства над общей культурной группой. Они утратят все свое влияние на страны этого региона.;X
EVTNAME19345;Каучук из Конго!;X
EVTDESC19345;Земля бассейна Конго плодородна и прекрасно подходит для выращивания природного каучука. К несчастью, большая часть этой дикой территории не исследована и не используется, находясь под пятой варварства и мракобесия. Экономические организации внутри страны желают получить возможность разрабатывать природное богатство Свободного государства Конго. Если мы откажемся от этого плана, у местных туземцев могут появиться опасные идеи. Что скажете, ваше величество?;X
EVTOPTA19345;Уверен, туземцы нам помогут!;X
EVTOPTB19345;Мы цивилизованные люди, а не грабители;X
EVTNAME19350;Общество по проведению реформ в Конго;X
EVTDESC19350;За последние несколько лет до нас неоднократно доходили отчеты, свидетельствующие о плохом обращении с $COUNTRY_ADJ$ колониальными подданными в Свободном государстве Конго. Жестокость, нанесение увечий и даже убийства стали непременными атрибутами колониального подчинения. Эти отчеты, ставшие достоянием публики, выставили политику $COUNTRY_ADJ$ государства в Конго в крайне нелицеприятном свете. В результате была основана международная организация, "Общество по проведению реформ в Конго", поставившая себе целью восстановление человеческого достоинства в колониальных подданных государства $COUNTRY$. Многие известные писатели и гуманисты выразили свое одобрение данной организации.;X
EVTOPTA19350;Какой скандал!;X
annex_the_congo_title;Присоединение Конго;X
annex_the_congo_desc;На нас было оказано сильное давление со стороны международного сообщества по вопросу Свободного государства Конго. Эта страна, считающаяся личной собственностью нашего монарха, оказалась под шквалом критики из-за жестокой колониальной политики, проводимой нами. Вероятнее всего, самым лучшим вариантом для нас сейчас было бы присоединение Конго и проведение в ней реформы управления.;X
